-90 -60.7694
-89.8198 -60.8316
-89.6396 -61.0212
-89.4595 -61.3465
-89.2793 -61.8236
-89.0991 -62.4782
-88.9189 -63.3517
-88.7387 -64.5121
-88.5586 -66.0777
-88.3784 -68.279
-88.1982 -71.6597
-88.018 -78.1435
-87.8378 -91.482
-87.6577 -74.4135
-87.4775 -68.7084
-87.2973 -65.0878
-87.1171 -62.3893
-86.9369 -60.2164
-86.7568 -58.3853
-86.5766 -56.7954
-86.3964 -55.3855
-86.2162 -54.1156
-86.036 -52.958
-85.8559 -51.8929
-85.6757 -50.9053
-85.4955 -49.9839
-85.3153 -49.1197
-85.1351 -48.3056
-84.955 -47.5357
-84.7748 -46.8054
-84.5946 -46.1107
-84.4144 -45.4481
-84.2342 -44.815
-84.0541 -44.2087
-83.8739 -43.6273
-83.6937 -43.0689
-83.5135 -42.5319
-83.3333 -42.0149
-83.1532 -41.5166
-82.973 -41.0361
-82.7928 -40.5723
-82.6126 -40.1243
-82.4324 -39.6914
-82.2523 -39.2729
-82.0721 -38.8682
-81.8919 -38.4768
-81.7117 -38.0981
-81.5315 -37.7317
-81.3514 -37.3772
-81.1712 -37.0342
-80.991 -36.7026
-80.8108 -36.3819
-80.6306 -36.0719
-80.4505 -35.7724
-80.2703 -35.4832
-80.0901 -35.2042
-79.9099 -34.9352
-79.7297 -34.6761
-79.5495 -34.4268
-79.3694 -34.1873
-79.1892 -33.9574
-79.009 -33.7372
-78.8288 -33.5266
-78.6486 -33.3257
-78.4685 -33.1344
-78.2883 -32.9528
-78.1081 -32.781
-77.9279 -32.6191
-77.7477 -32.467
-77.5676 -32.3251
-77.3874 -32.1933
-77.2072 -32.0719
-77.027 -31.961
-76.8468 -31.8608
-76.6667 -31.7715
-76.4865 -31.6935
-76.3063 -31.6269
-76.1261 -31.5721
-75.9459 -31.5294
-75.7658 -31.4992
-75.5856 -31.4819
-75.4054 -31.4779
-75.2252 -31.4877
-75.045 -31.512
-74.8649 -31.5512
-74.6847 -31.606
-74.5045 -31.6773
-74.3243 -31.7657
-74.1441 -31.8723
-73.964 -31.998
-73.7838 -32.144
-73.6036 -32.3117
-73.4234 -32.5024
-73.2432 -32.7178
-73.0631 -32.9599
-72.8829 -33.231
-72.7027 -33.5334
-72.5225 -33.8704
-72.3423 -34.2454
-72.1622 -34.6628
-71.982 -35.1277
-71.8018 -35.6464
-71.6216 -36.2269
-71.4414 -36.879
-71.2613 -37.6158
-71.0811 -38.4545
-70.9009 -39.4185
-70.7207 -40.5413
-70.5405 -41.8728
-70.3604 -43.4925
-70.1802 -45.5385
-70 -48.2854
-69.8198 -52.4173
-69.6396 -60.7769
-69.4595 -64.6977
-69.2793 -53.5909
-69.0991 -48.8535
-68.9189 -45.8005
-68.7387 -43.5491
-68.5586 -41.7711
-68.3784 -40.308
-68.1982 -39.0711
-68.018 -38.0058
-67.8378 -37.0763
-67.6577 -36.2577
-67.4775 -35.5322
-67.2973 -34.8865
-67.1171 -34.3107
-66.9369 -33.7971
-66.7568 -33.3397
-66.5766 -32.9339
-66.3964 -32.5759
-66.2162 -32.2629
-66.036 -31.9925
-65.8559 -31.763
-65.6757 -31.5731
-65.4955 -31.4221
-65.3153 -31.3093
-65.1351 -31.2347
-64.955 -31.1984
-64.7748 -31.2009
-64.5946 -31.2432
-64.4144 -31.3264
-64.2342 -31.4523
-64.0541 -31.623
-63.8739 -31.8412
-63.6937 -32.1104
-63.5135 -32.4347
-63.3333 -32.8197
-63.1532 -33.2718
-62.973 -33.7999
-62.7928 -34.4149
-62.6126 -35.1316
-62.4324 -35.9698
-62.2523 -36.9575
-62.0721 -38.1353
-61.8919 -39.566
-61.7117 -41.3536
-61.5315 -43.6908
-61.3514 -47.0003
-61.1712 -52.5661
-60.991 -73.5474
-60.8108 -54.1966
-60.6306 -47.7099
-60.4505 -44.0498
-60.2703 -41.5053
-60.0901 -39.5692
-59.9099 -38.0214
-59.7297 -36.746
-59.5495 -35.6752
-59.3694 -34.7655
-59.1892 -33.9878
-59.009 -33.3218
-58.8288 -32.7527
-58.6486 -32.2698
-58.4685 -31.8651
-58.2883 -31.5328
-58.1081 -31.2687
-57.9279 -31.0697
-57.7477 -30.934
-57.5676 -30.8608
-57.3874 -30.8499
-57.2072 -30.9025
-57.027 -31.0203
-56.8468 -31.2062
-56.6667 -31.4645
-56.4865 -31.8008
-56.3063 -32.2227
-56.1261 -32.7403
-55.9459 -33.3673
-55.7658 -34.1224
-55.5856 -35.0319
-55.4054 -36.1343
-55.2252 -37.4889
-55.045 -39.193
-54.8649 -41.4245
-54.6847 -44.5642
-54.5045 -49.7092
-54.3243 -64.7252
-54.1441 -53.4183
-53.964 -46.2877
-53.7838 -42.4512
-53.6036 -39.8389
-53.4234 -37.8814
-53.2432 -36.3389
-53.0631 -35.088
-52.8829 -34.0569
-52.7027 -33.2006
-52.5225 -32.4892
-52.3423 -31.9022
-52.1622 -31.4251
